zip,Zipcode name,City,State,County Name,population
33497,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33498,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33499,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33513,"""BUSHNELL. FL""",BUSHNELL,FL,SUMTER,3047
33514,"""CENTER HILL. FL""",CENTER HILL,FL,SUMTER,846
33521,"""COLEMAN. FL""",COLEMAN,FL,SUMTER,642
33523,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33525,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33526,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33539,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33540,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33541,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33542,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33563,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33564,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33565,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33566,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33567,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33576,"""SAN ANTONIO. FL""",SAN ANTONIO,FL,PASCO,1297
33597,"""WEBSTER. FL""",WEBSTER,FL,SUMTER,778
33601,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33602,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33603,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33604,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33605,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33606,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33607,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33608,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33609,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33610,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33611,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33612,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33613,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33614,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33615,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33616,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33617,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33618,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33619,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33620,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33621,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33622,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33623,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33624,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33625,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33626,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33629,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33630,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33631,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33633,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33634,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33635,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33637,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33646,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33647,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33655,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33660,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33661,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33672,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33673,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33674,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33675,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33677,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33679,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33680,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33681,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33682,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33684,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33685,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33686,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33687,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33688,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33689,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33694,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33755,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33756,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33757,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33758,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33759,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33760,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33761,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33762,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33763,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33764,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33765,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33766,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33769,"""CLEARWATER. FL""",CLEARWATER,FL,PINELLAS,117292
33770,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33771,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33772,"""SEMINOLE. FL""",SEMINOLE,FL,PINELLAS,19364
33773,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33774,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33775,"""SEMINOLE. FL""",SEMINOLE,FL,PINELLAS,19364
33776,"""SEMINOLE. FL""",SEMINOLE,FL,PINELLAS,19364
33777,"""SEMINOLE. FL""",SEMINOLE,FL,PINELLAS,19364
33778,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33779,"""LARGO. FL""",LARGO,FL,PINELLAS,82485
33780,"""PINELLAS PARK. FL""",PINELLAS PARK,FL,PINELLAS,53093
33781,"""PINELLAS PARK. FL""",PINELLAS PARK,FL,PINELLAS,53093
33782,"""PINELLAS PARK. FL""",PINELLAS PARK,FL,PINELLAS,53093
33785,"""INDIAN ROCKS BEACH. FL""",INDIAN ROCKS BEACH,FL,PINELLAS,3673
33786,"""BELLEAIR BEACH. FL""",BELLEAIR BEACH,FL,PINELLAS,1633
33801,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33802,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33803,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33804,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33805,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33806,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33807,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33809,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33810,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33811,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33812,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33813,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33815,"""LAKELAND. FL""",LAKELAND,FL,POLK,112641
33823,"""AUBURNDALE. FL""",AUBURNDALE,FL,POLK,15616
33825,"""AVON PARK. FL""",AVON PARK,FL,HIGHLANDS,9658
33826,"""AVON PARK. FL""",AVON PARK,FL,HIGHLANDS,9658
33830,"""BARTOW. FL""",BARTOW,FL,POLK,19309
33831,"""BARTOW. FL""",BARTOW,FL,POLK,19309
33834,"""BOWLING GREEN. FL""",BOWLING GREEN,FL,HARDEE,2405
33836,"""DAVENPORT. FL""",DAVENPORT,FL,POLK,9043
33837,"""DAVENPORT. FL""",DAVENPORT,FL,POLK,9043
33839,"""EAGLE LAKE. FL""",EAGLE LAKE,FL,POLK,3008
33841,"""FORT MEADE. FL""",FORT MEADE,FL,POLK,5100
33843,"""FROSTPROOF. FL""",FROSTPROOF,FL,POLK,2877
33844,"""HAINES CITY. FL""",HAINES CITY,FL,POLK,26669
33845,"""HAINES CITY. FL""",HAINES CITY,FL,POLK,26669
33850,"""LAKE ALFRED. FL""",LAKE ALFRED,FL,POLK,6374
33853,"""LAKE WALES. FL""",LAKE WALES,FL,POLK,16361
33859,"""LAKE WALES. FL""",LAKE WALES,FL,POLK,16361
33860,"""MULBERRY. FL""",MULBERRY,FL,POLK,3952
33870,"""SEBRING. FL""",SEBRING,FL,HIGHLANDS,10729
33871,"""SEBRING. FL""",SEBRING,FL,HIGHLANDS,10729
33872,"""SEBRING. FL""",SEBRING,FL,HIGHLANDS,10729
33873,"""WAUCHULA. FL""",WAUCHULA,FL,HARDEE,4900
33875,"""SEBRING. FL""",SEBRING,FL,HIGHLANDS,10729
33876,"""SEBRING. FL""",SEBRING,FL,HIGHLANDS,10729
33880,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33881,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33882,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33883,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33884,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33885,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33888,"""WINTER HAVEN. FL""",WINTER HAVEN,FL,POLK,49219
33896,"""DAVENPORT. FL""",DAVENPORT,FL,POLK,9043
33897,"""DAVENPORT. FL""",DAVENPORT,FL,POLK,9043
33898,"""LAKE WALES. FL""",LAKE WALES,FL,POLK,16361
33901,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33902,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33904,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33905,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33906,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33907,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33908,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33909,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33910,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33911,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33912,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33913,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33914,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33915,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33916,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33919,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33935,"""LABELLE. FL""",LABELLE,FL,HENDRY,4966
33950,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33951,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33955,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33957,"""SANIBEL. FL""",SANIBEL,FL,LEE,6382
33965,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33966,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33967,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
33975,"""LABELLE. FL""",LABELLE,FL,HENDRY,4966
33980,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33982,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33983,"""PUNTA GORDA. FL""",PUNTA GORDA,FL,CHARLOTTE,19471
33990,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33991,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33993,"""CAPE CORAL. FL""",CAPE CORAL,FL,LEE,194016
33994,"""FORT MYERS. FL""",FORT MYERS,FL,LEE,86395
34101,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34102,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34103,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34104,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34105,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34106,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34107,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34108,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34109,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34110,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34112,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34113,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34114,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34116,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34117,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34119,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34120,"""NAPLES. FL""",NAPLES,FL,COLLIER,19115
34133,"""BONITA SPRINGS. FL""",BONITA SPRINGS,FL,LEE,53644
34134,"""BONITA SPRINGS. FL""",BONITA SPRINGS,FL,LEE,53644
34135,"""BONITA SPRINGS. FL""",BONITA SPRINGS,FL,LEE,53644
34136,"""BONITA SPRINGS. FL""",BONITA SPRINGS,FL,LEE,53644
34145,"""MARCO ISLAND. FL""",MARCO ISLAND,FL,COLLIER,15760
34146,"""MARCO ISLAND. FL""",MARCO ISLAND,FL,COLLIER,15760
34201,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34202,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34203,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34204,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34205,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34206,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34207,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34208,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34209,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34210,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34211,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34212,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34216,"""ANNA MARIA. FL""",ANNA MARIA,FL,MANATEE,968
34217,"""BRADENTON BEACH. FL""",BRADENTON BEACH,FL,MANATEE,908
34218,"""HOLMES BEACH. FL""",HOLMES BEACH,FL,MANATEE,3010
34220,"""PALMETTO. FL""",PALMETTO,FL,MANATEE,13323
34221,"""PALMETTO. FL""",PALMETTO,FL,MANATEE,13323
34230,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34231,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34232,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34233,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34234,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34235,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34236,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34237,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34238,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34239,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34240,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34241,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34242,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34243,"""SARASOTA. FL""",SARASOTA,FL,MANATEE,54842
34265,"""ARCADIA. FL""",ARCADIA,FL,DE SOTO,7420
34266,"""ARCADIA. FL""",ARCADIA,FL,DE SOTO,7420
34269,"""ARCADIA. FL""",ARCADIA,FL,DE SOTO,7420
34276,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34277,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34278,"""SARASOTA. FL""",SARASOTA,FL,SARASOTA,54842
34280,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34282,"""BRADENTON. FL""",BRADENTON,FL,MANATEE,55698
34284,"""VENICE. FL""",VENICE,FL,SARASOTA,25463
34285,"""VENICE. FL""",VENICE,FL,SARASOTA,25463
34286,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34287,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34288,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34289,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34290,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34291,"""NORTH PORT. FL""",NORTH PORT,FL,SARASOTA,74793
34292,"""VENICE. FL""",VENICE,FL,SARASOTA,25463
34293,"""VENICE. FL""",VENICE,FL,SARASOTA,25463
34420,"""BELLEVIEW. FL""",BELLEVIEW,FL,MARION,5413
34421,"""BELLEVIEW. FL""",BELLEVIEW,FL,MARION,5413
34423,"""CRYSTAL RIVER. FL""",CRYSTAL RIVER,FL,CITRUS,3396
34428,"""CRYSTAL RIVER. FL""",CRYSTAL RIVER,FL,CITRUS,3396
34429,"""CRYSTAL RIVER. FL""",CRYSTAL RIVER,FL,CITRUS,3396
34430,"""DUNNELLON. FL""",DUNNELLON,FL,MARION,1928
34431,"""DUNNELLON. FL""",DUNNELLON,FL,MARION,1928
34432,"""DUNNELLON. FL""",DUNNELLON,FL,MARION,1928
34433,"""DUNNELLON. FL""",DUNNELLON,FL,CITRUS,1928
34434,"""DUNNELLON. FL""",DUNNELLON,FL,CITRUS,1928
34450,"""INVERNESS. FL""",INVERNESS,FL,CITRUS,7543
34451,"""INVERNESS. FL""",INVERNESS,FL,CITRUS,7543
34452,"""INVERNESS. FL""",INVERNESS,FL,CITRUS,7543
34453,"""INVERNESS. FL""",INVERNESS,FL,CITRUS,7543
34470,"""OCALA. FL""",OCALA,FL,MARION,63591
34471,"""OCALA. FL""",OCALA,FL,MARION,63591
34472,"""OCALA. FL""",OCALA,FL,MARION,63591
34473,"""OCALA. FL""",OCALA,FL,MARION,63591
34474,"""OCALA. FL""",OCALA,FL,MARION,63591
34475,"""OCALA. FL""",OCALA,FL,MARION,63591
34476,"""OCALA. FL""",OCALA,FL,MARION,63591
34477,"""OCALA. FL""",OCALA,FL,MARION,63591
34478,"""OCALA. FL""",OCALA,FL,MARION,63591
34479,"""OCALA. FL""",OCALA,FL,MARION,63591
34480,"""OCALA. FL""",OCALA,FL,MARION,63591
34481,"""OCALA. FL""",OCALA,FL,MARION,63591
34482,"""OCALA. FL""",OCALA,FL,MARION,63591
34483,"""OCALA. FL""",OCALA,FL,MARION,63591
34601,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34602,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34603,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34604,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34605,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34613,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34614,"""BROOKSVILLE. FL""",BROOKSVILLE,FL,HERNANDO,8890
34652,"""NEW PORT RICHEY. FL""",NEW PORT RICHEY,FL,PASCO,16728
34653,"""NEW PORT RICHEY. FL""",NEW PORT RICHEY,FL,PASCO,16728
34654,"""NEW PORT RICHEY. FL""",NEW PORT RICHEY,FL,PASCO,16728
34655,"""NEW PORT RICHEY. FL""",NEW PORT RICHEY,FL,PASCO,16728
34656,"""NEW PORT RICHEY. FL""",NEW PORT RICHEY,FL,PASCO,16728
34668,"""PORT RICHEY. FL""",PORT RICHEY,FL,PASCO,3052
34673,"""PORT RICHEY. FL""",PORT RICHEY,FL,PASCO,3052
34677,"""OLDSMAR. FL""",OLDSMAR,FL,PINELLAS,14898
34688,"""TARPON SPRINGS. FL""",TARPON SPRINGS,FL,PINELLAS,25117
34689,"""TARPON SPRINGS. FL""",TARPON SPRINGS,FL,PINELLAS,25117
34695,"""SAFETY HARBOR. FL""",SAFETY HARBOR,FL,PINELLAS,17072
34697,"""DUNEDIN. FL""",DUNEDIN,FL,PINELLAS,36068
34698,"""DUNEDIN. FL""",DUNEDIN,FL,PINELLAS,36068
34711,"""CLERMONT. FL""",CLERMONT,FL,LAKE,43021
34712,"""CLERMONT. FL""",CLERMONT,FL,LAKE,43021
34713,"""CLERMONT. FL""",CLERMONT,FL,LAKE,43021
34714,"""CLERMONT. FL""",CLERMONT,FL,LAKE,43021
34715,"""CLERMONT. FL""",CLERMONT,FL,LAKE,43021
34731,"""FRUITLAND PARK. FL""",FRUITLAND PARK,FL,LAKE,8325
34736,"""GROVELAND. FL""",GROVELAND,FL,LAKE,18505
34741,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34742,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34743,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34744,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34745,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34746,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34747,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34748,"""LEESBURG. FL""",LEESBURG,FL,LAKE,27000
34749,"""LEESBURG. FL""",LEESBURG,FL,LAKE,27000
34753,"""MASCOTTE. FL""",MASCOTTE,FL,LAKE,6609
34755,"""MINNEOLA. FL""",MINNEOLA,FL,LAKE,13843
34758,"""KISSIMMEE. FL""",KISSIMMEE,FL,OSCEOLA,79226
34759,"""KISSIMMEE. FL""",KISSIMMEE,FL,POLK,79226
34761,"""OCOEE. FL""",OCOEE,FL,ORANGE,47295
34777,"""WINTER GARDEN. FL""",WINTER GARDEN,FL,ORANGE,46964
34778,"""WINTER GARDEN. FL""",WINTER GARDEN,FL,ORANGE,46964
34785,"""WILDWOOD. FL""",WILDWOOD,FL,SUMTER,15730
34787,"""WINTER GARDEN. FL""",WINTER GARDEN,FL,ORANGE,46964
34788,"""LEESBURG. FL""",LEESBURG,FL,LAKE,27000
34789,"""LEESBURG. FL""",LEESBURG,FL,LAKE,27000
34945,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34946,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34947,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34948,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34949,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34950,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34951,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34954,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34972,"""OKEECHOBEE. FL""",OKEECHOBEE,FL,OKEECHOBEE,5254
34973,"""OKEECHOBEE. FL""",OKEECHOBEE,FL,OKEECHOBEE,5254
34974,"""OKEECHOBEE. FL""",OKEECHOBEE,FL,OKEECHOBEE,5254
34979,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34981,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34982,"""FORT PIERCE. FL""",FORT PIERCE,FL,SAINT LUCIE,47297
34994,"""STUART. FL""",STUART,FL,MARTIN,17425
34995,"""STUART. FL""",STUART,FL,MARTIN,17425
34996,"""STUART. FL""",STUART,FL,MARTIN,17425
34997,"""STUART. FL""",STUART,FL,MARTIN,17425
